gene_id	family	source	discovery_round	sequence_scope	matched_protein_id	hmmer_score	hmmer_evalue	length	original_family	resolution_group	family_resolution_method	family_resolution_status	nearest_reference_id	nearest_reference_family	meme_status	meme_status_quality_aware	motif_support_quality	singleton_passthrough	meme_evaluable	meme_biological_pass	meme_operational_pass	meme_pass	pfam_pass	pfam_status	stability_pass	selection_annotated	contamination_pass	pfam_gate_active	stability_gate_active	contamination_gate_active	final_pass
GMO.00000895.v1.g084050.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00000895.v1.g084050.t1	136.7	2.4e-39	432							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002466.v1.g547630.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002466.v1.g547630.t1	135.0	8.1e-39	499							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002782.v1.g683630.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002782.v1.g683630.t1	135.0	8.1e-39	499							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001343.v1.g160370.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001343.v1.g160370.t1	134.7	9.5e-39	486							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002466.v1.g547570.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002466.v1.g547570.t1	133.8	1.8e-38	495							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002782.v1.g683690.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002782.v1.g683690.t1	133.8	1.8e-38	495							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002783.v1.g683700.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002783.v1.g683700.t1	133.8	1.8e-38	495							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000574.v1.g034180.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00000574.v1.g034180.t1	133.7	2.0e-38	483							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002466.v1.g547550.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002466.v1.g547550.t1	133.2	2.9e-38	499							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002725.v1.g671940.t2	UGT	proteome_v1_exact	round2	full_length	GMO.00002725.v1.g671940.t2	133.1	3.1e-38	493							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001399.v1.g179990.t2	UGT	proteome_v1_exact	round2	full_length	GMO.00001399.v1.g179990.t2	132.7	3.8e-38	474							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001343.v1.g155930.t2	UGT	proteome_v1_exact	round2	full_length	GMO.00001343.v1.g155930.t2	132.5	4.5e-38	474							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000193.v1.g004680.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00000193.v1.g004680.t1	132.2	5.8e-38	142							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001595.v1.g202070.t2	UGT	proteome_v1_exact	round2	full_length	GMO.00001595.v1.g202070.t2	131.5	9.3e-38	464							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002728.v1.g672240.t2	UGT	proteome_v1_exact	round2	full_length	GMO.00002728.v1.g672240.t2	131.5	9.3e-38	464							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002356.v1.g504870.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002356.v1.g504870.t1	131.2	1.2e-37	492							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002453.v1.g537930.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002453.v1.g537930.t1	131.2	1.1e-37	294							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002354.v1.g497690.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002354.v1.g497690.t1	131.0	1.3e-37	473							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002283.v1.g427480.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002283.v1.g427480.t1	130.8	1.5e-37	309							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002354.v1.g497710.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002354.v1.g497710.t1	130.8	1.5e-37	474							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002283.v1.g427490.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002283.v1.g427490.t1	130.6	1.8e-37	309							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001227.v1.g123870.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001227.v1.g123870.t1	129.2	4.7e-37	310							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000895.v1.g084030.t2	UGT	proteome_v1_exact	round2	full_length	GMO.00000895.v1.g084030.t2	128.6	6.9e-37	231							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000539.v1.g020990.t2	UGT	proteome_v1_exact	round2	full_length	GMO.00000539.v1.g020990.t2	127.2	1.8e-36	485							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002276.v1.g411950.t2	UGT	proteome_v1_exact	round2	full_length	GMO.00002276.v1.g411950.t2	127.2	1.8e-36	485							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001111.v1.g109720.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001111.v1.g109720.t1	126.1	4.0e-36	476							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001513.v1.g190060.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001513.v1.g190060.t1	125.9	4.6e-36	474							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002275.v1.g406600.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002275.v1.g406600.t1	124.0	1.7e-35	473							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001111.v1.g113620.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001111.v1.g113620.t1	123.8	2.0e-35	464							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000395.v1.g009830.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00000395.v1.g009830.t1	123.0	3.4e-35	489							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002253.v1.g370450.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002253.v1.g370450.t1	123.0	3.4e-35	489							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002275.v1.g406290.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002275.v1.g406290.t1	122.4	5.3e-35	487							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002354.v1.g497730.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002354.v1.g497730.t1	122.4	5.4e-35	470							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002276.v1.g411590.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002276.v1.g411590.t1	121.5	1.0e-34	475							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001111.v1.g113640.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001111.v1.g113640.t1	121.4	1.0e-34	470							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002782.v1.g683650.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002782.v1.g683650.t1	121.4	1.1e-34	454							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002466.v1.g547590.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002466.v1.g547590.t1	119.7	3.5e-34	454							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002368.v1.g516680.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002368.v1.g516680.t1	118.5	8.2e-34	508							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002783.v1.g683720.t2	UGT	proteome_v1_exact	round2	full_length	GMO.00002783.v1.g683720.t2	118.5	8.2e-34	495							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002275.v1.g406550.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002275.v1.g406550.t1	117.1	2.2e-33	500							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001111.v1.g113650.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001111.v1.g113650.t1	116.7	2.7e-33	363							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001736.v1.g233430.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001736.v1.g233430.t1	116.4	3.6e-33	510							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002276.v1.g411600.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002276.v1.g411600.t1	115.6	6.3e-33	479							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002564.v1.g620610.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002564.v1.g620610.t1	115.4	7.0e-33	509							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000613.v1.g037170.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00000613.v1.g037170.t1	115.3	7.4e-33	475							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002354.v1.g497720.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002354.v1.g497720.t1	115.3	7.4e-33	475							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001690.v1.g223040.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001690.v1.g223040.t1	115.0	9.4e-33	288							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001385.v1.g172870.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001385.v1.g172870.t1	114.6	1.2e-32	456							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001513.v1.g189790.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001513.v1.g189790.t1	114.5	1.3e-32	490							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002356.v1.g504540.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002356.v1.g504540.t1	114.5	1.3e-32	485							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002275.v1.g406590.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002275.v1.g406590.t1	114.3	1.5e-32	479							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002283.v1.g426070.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002283.v1.g426070.t1	114.1	1.7e-32	468							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001044.v1.g095030.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001044.v1.g095030.t1	113.9	2.0e-32	466							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001111.v1.g113660.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001111.v1.g113660.t1	113.9	2.0e-32	492							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002283.v1.g426110.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002283.v1.g426110.t1	113.9	2.0e-32	466							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002465.v1.g547380.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002465.v1.g547380.t1	113.9	2.0e-32	311							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002601.v1.g631630.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002601.v1.g631630.t1	113.9	1.9e-32	476							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001343.v1.g162370.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001343.v1.g162370.t1	111.6	9.9e-32	456							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002354.v1.g499980.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002354.v1.g499980.t1	110.8	1.7e-31	504							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002276.v1.g411630.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002276.v1.g411630.t1	110.4	2.3e-31	470							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001044.v1.g095060.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001044.v1.g095060.t1	110.3	2.4e-31	468							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002285.v1.g435810.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002285.v1.g435810.t1	109.2	5.2e-31	488							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002356.v1.g504530.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002356.v1.g504530.t1	109.1	5.5e-31	508							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002176.v1.g324960.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002176.v1.g324960.t1	107.8	1.4e-30	502							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002275.v1.g406580.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002275.v1.g406580.t1	107.1	2.3e-30	494							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001513.v1.g189770.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001513.v1.g189770.t1	107.0	2.5e-30	507							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001736.v1.g233410.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001736.v1.g233410.t1	106.7	3.1e-30	517							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002368.v1.g516670.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002368.v1.g516670.t1	106.2	4.4e-30	541							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000531.v1.g014520.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00000531.v1.g014520.t1	106.1	4.8e-30	456							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001229.v1.g124640.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001229.v1.g124640.t1	106.1	4.8e-30	456							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001513.v1.g189780.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001513.v1.g189780.t1	106.0	4.9e-30	507							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000555.v1.g022510.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00000555.v1.g022510.t1	105.9	5.3e-30	501							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002356.v1.g504520.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002356.v1.g504520.t1	105.9	5.4e-30	507							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002176.v1.g323940.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002176.v1.g323940.t1	105.5	7.1e-30	490							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002276.v1.g411610.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002276.v1.g411610.t1	105.3	8.2e-30	490							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001694.v1.g224770.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001694.v1.g224770.t1	104.5	1.5e-29	463							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002555.v1.g617410.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002555.v1.g617410.t1	104.5	1.5e-29	463							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000720.v1.g055880.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00000720.v1.g055880.t1	103.8	2.3e-29	513							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
